timestep,a_x,a_y,a_z,a_mag,g_x,g_y,g_z,g_mag
375,-17140,4250,8378,19545.66407160422,4022,16661,-1952,17250.38286531635
376,-13654,5110,18282,23383.227749821024,5382,14996,-3161,16243.086560133823
377,-12140,-310,12768,17620.93992952703,7940,13245,-2356,15621.279108959036
378,-13362,1282,20106,24175.148479378568,6347,10243,-2648,12337.558996819429
379,-23584,4748,20288,31469.85071461255,4395,7172,-2988,8926.463633488907
380,-32768,12346,25866,43534.07281658817,5192,4718,-3436,7811.688933898994
381,-12966,14896,32767,38258.12673145406,5448,-822,-2525,6060.6941021635475
382,-5358,11922,24384,27666.2556917267,1174,-6223,-2611,6849.914306033325
383,-1062,8810,15064,17483.364664732017,-535,-8371,-2351,8711.318327325664
384,46,5794,11032,12461.042332004175,-1916,-8798,-2243,9279.380852190518
385,340,3614,8188,8956.558490849038,-2051,-8870,-1867,9293.502568999484
386,-1152,3686,7392,8339.985851306943,-1424,-9395,-1359,9598.993801435648
387,-3092,3616,7496,8878.397152639658,-976,-9997,-975,10091.739691450628
388,-3708,3866,7124,8913.281999353549,-496,-10823,-391,10841.412546342845
389,-4326,4292,6390,8829.928652033379,-394,-11191,-114,11198.51387461747
390,-5072,4708,6440,9453.25594702693,-575,-11611,69,11625.433626321214
391,-6288,3554,5470,9060.395134871329,-878,-12022,168,12055.189421987527
392,-6614,3942,7010,10412.706660614233,-696,-12648,334,12671.538028195315
393,-6902,3362,5174,9258.019442623785,-545,-12520,381,12537.646748891917
394,-6288,2898,4720,8379.483754981567,246,-12451,730,12474.807293100765
395,-6546,2266,4300,8153.212373046589,1028,-12127,1080,12218.318746865298
396,-7156,2174,5068,9034.33650026387,2236,-11549,1677,11882.399841782804
397,-8856,2932,6516,11379.086782338904,2829,-11310,2064,11839.73973531513
398,-9754,3396,7674,12867.152287899604,3112,-11218,2640,11937.238709182287
399,-10862,3908,8240,14182.845553696196,2998,-11230,3009,12006.455971684567
400,-10892,4024,8538,14412.691768021685,2632,-11181,3679,12061.394032200425
401,-10666,4344,9296,14800.321212730483,2279,-11041,4195,12028.946213197563
402,-10826,2960,9540,14730.087440337888,1946,-10680,4946,11929.46905775777
403,-11052,1156,10630,15377.904278541988,2021,-10464,5445,11967.780161750967
404,-12296,192,12134,17276.06540853559,2411,-10157,6055,12068.164524897727
405,-13622,158,13428,19128.382890354318,2675,-10116,6327,12227.83750300927
406,-14996,604,14428,20818.549805401908,2713,-10304,6278,12367.136653243548
407,-16684,1286,15088,22531.253760055166,2501,-10507,5997,12353.787233071484
408,-17860,1372,15620,23766.49709149415,2026,-10858,5255,12231.756415167856
409,-19936,2200,14078,24504.5746749459,1815,-11222,4729,12312.22766196272
410,-21374,680,11340,24205.492682447093,1861,-11348,3494,12018.671349196631
411,-21632,-184,5984,22445.167319492182,2330,-11341,2747,11899.293676517107
412,-21006,-1816,2306,21210.08081078429,4127,-10387,2118,11375.755886972962
413,-20446,-4522,-2874,21136.396949338363,5800,-9313,2276,11205.005354751065
414,-23074,-8086,-5234,25003.75227840813,8430,-7728,3533,11969.501785788747
415,-28812,-6900,-12188,32035.740790560787,9169,-7073,4375,12378.954519667644
416,-27972,-5094,-16232,32739.264561074062,6873,-5337,4281,9697.868786491184
417,-22894,-3518,-18928,29912.885918948043,3675,-3028,3194,5733.763598196215
418,-18850,-2490,-17128,25590.83789171429,-1927,1335,520,2401.240096283585
419,-18918,-2768,-7590,20570.86891699036,-4640,3579,-1202,5981.9432461366605
420,-19894,-3042,-616,20134.658080037017,-5609,4729,-2508,7753.346761238014
421,-20080,-3098,4574,20826.076922934863,-4320,4202,-2355,6470.334535400778
422,-12916,-60,5218,13930.333090059261,-1922,3231,-1267,3967.207330100105
423,-9326,2330,5088,10876.162926326546,-913,3183,-617,3368.3448457662407
424,20084,9178,21476,30802.943300924995,-4962,5148,-490,7166.829703571866
425,4906,4898,-7330,10089.01085339886,-5457,8356,-988,10028.844848735072
426,11144,-12220,-454,16544.583766296448,-6761,10212,-3660,12782.474916853935
427,-7284,-17934,13552,23629.25551091274,-2851,11662,-1354,12081.546300039578
428,-21530,-13258,20212,32370.363111957828,-1211,11349,-434,11421.675796484507
429,-13694,-3228,15058,20607.98350154619,-190,10718,-1838,10876.114563574622
430,-15102,10126,9912,20708.790983541265,-342,9179,-1165,9258.954044599206
431,-17606,15920,8852,25333.289166628165,-4214,8271,-1261,9367.88973035016
432,-10874,-10278,10936,18533.139399464948,-2830,4791,-1242,5701.328353989095
433,-5168,-9340,5774,12136.01664468206,-1522,3688,-1419,4234.547083219171
434,-6498,8070,8680,13516.334710268167,-1617,2283,-629,2867.476067903619
435,-7878,-1102,7904,11213.853218229673,-2147,1572,-1118,2886.2981481475535
436,-5268,-200,9358,10740.762915175066,-1997,816,-1041,2395.3175154872474
437,-5006,1574,7998,9565.851556448073,-1663,569,-942,1994.1649881592043
438,-4706,722,7678,9034.34579811953,-1175,366,-743,1437.5778239803228
439,-4496,1614,7402,8809.575245152288,-1044,305,-631,1257.4267374284675
440,-4338,322,7768,8903.019263148879,-703,233,-504,895.8314573623767
441,-3798,652,7406,8348.577363838704,-486,208,-425,678.2956582494097
442,-4190,128,7386,8492.672135435349,-225,339,-227,465.91308202281687
443,-3282,650,7312,8041.10489920384,-177,423,-131,476.88468207733416
444,-2846,254,7260,7802.040245986944,-146,697,-58,714.4851293064119
445,-3058,280,7232,7856.945207903643,-118,927,-38,935.2523723573224
446,-4100,670,6990,8131.35904999896,-29,1331,37,1331.829944099471
447,-4078,1058,7248,8383.492828171322,-90,1364,14,1367.0376732189936
448,-4064,928,6950,8104.306262722306,-42,1544,-108,1548.3423394068896
449,-4636,1642,7176,8699.634245185254,-29,1503,-65,1504.684352281235
450,-4660,1138,7052,8528.853850313066,-36,1488,-130,1494.101736830528
451,-2628,884,7324,7831.271671957244,90,1791,-185,1802.7773018318155
452,-4416,494,7200,8460.797361951178,171,2180,-171,2193.372289421018
453,-4914,302,6766,8367.637420443121,263,2108,-49,2124.9079980083843
454,-4304,1428,6370,7819.2390934156765,266,2005,27,2022.7481306381173
455,-4684,938,6334,7933.426498052402,297,1906,36,1929.3369327310354
456,-4638,1306,6520,8107.223939179181,321,1862,20,1889.5727030204473
457,-4762,1204,6178,7892.651265576099,308,1801,-70,1828.4870795277718
458,-4186,1214,6436,7772.933037148847,303,1788,-140,1818.887847009815
459,-4898,1066,6140,7926.308093936293,312,1812,-273,1858.8214007806132
460,-5134,1016,6138,8066.303738392201,299,1641,-374,1709.4320694312482
461,-4774,1006,6180,7873.7228805692675,251,1408,-501,1515.4095156095595
462,-4762,962,6158,7843.663174818254,149,1325,-662,1488.6470367417526
463,-5180,878,5880,7885.2827469913855,79,1239,-722,1436.1914914105291
464,-5058,760,6188,8028.219478813468,37,1132,-774,1371.8123049455414
465,-5330,622,6138,8152.964368866086,-27,963,-720,1202.704452473674
466,-5094,612,6316,8137.274482282136,43,915,-722,1166.3438601030145
467,-4984,882,6660,8365.033173873251,38,991,-645,1183.0257816294622
468,-5100,716,6518,8307.043998920435,113,1297,-588,1428.538413904225
469,-5088,842,6486,8286.428905143639,243,1522,-550,1636.4696758571483
470,-5052,228,6206,8005.5683121187585,314,1752,-585,1873.586133595144
471,-4984,514,6268,8024.479796223553,339,2001,-412,2070.9094620480155
472,-5036,872,6346,8148.214282896591,334,2249,-334,2298.067231392502
473,-5398,992,6488,8498.035773047794,317,2665,-350,2706.513255094089
474,-5906,866,6462,8797.05837197867,376,2970,-375,3017.101423552082
475,-5260,338,6596,8443.284905769791,189,3470,-306,3488.5895430675127
476,-4066,-514,8820,9725.685168665495,477,4425,-209,4455.53981016891
477,-2920,-374,6806,7415.383469517946,-225,5225,-54,5230.121031104347
478,-3546,-132,6796,7666.626115834788,-325,5908,89,5917.6017101525185
479,-4214,642,6472,7749.628636263805,-534,7182,-145,7203.284320363871
480,-6370,1752,7038,9652.970941632426,-479,7866,-336,7887.730535458219
481,-4086,1232,8310,9341.80496478063,-361,9116,-554,9139.950382797491
482,-5308,1726,11202,12515.540100211418,-305,9978,-827,10016.857690912857
483,-4288,968,5832,7303.1631503068575,32,11546,-552,11559.231981407762
484,4016,-1270,18452,18926.63361509384,331,12295,-488,12309.13197589497
485,-5328,130,9874,11220.53296416886,1383,15937,385,16001.527520833752
486,-15744,3980,7874,18047.543101486146,1894,16315,319,16427.66635892025
487,-17122,4256,6810,18911.70325486311,3159,17234,-1042,17552.088223342544
488,-18294,2314,12412,22227.972827048354,4876,17051,-1338,17784.887432874013
489,-17388,5804,9526,20658.500332792795,5364,15627,-2434,16700.2988296617
490,-18112,5222,13030,22914.94551597276,5814,13660,-3685,15296.320505271848
491,-14220,1502,14208,20157.670202679674,7563,11601,-3468,14276.175748427868
492,-11466,1264,16224,19906.909051884475,6822,9053,-3915,11992.652667362629
493,-32768,2794,19244,38103.54046542132,4447,5838,-3952,8335.24786674038
494,-18674,13570,32746,40064.49415629754,5016,6593,-4073,9231.318107399398
495,-14714,12232,27210,33264.210797792875,3154,-63,-3756,4905.019979571949
496,-2696,11918,21592,24809.70785801397,859,-3419,-3013,4637.414257967472
497,142,8464,12458,15061.913025907434,-1547,-6161,-2539,6840.8808643331895
498,1478,5588,9034,10724.895523966656,-2309,-6336,-2419,7164.351889738527
499,1264,2998,7920,8562.248536453493,-2118,-6407,-1903,7011.204033545166
500,-2100,3012,7900,8711.609724958987,-1450,-7050,-1427,7337.665091839502
501,-2738,3190,8114,9138.36637479588,-361,-8522,-526,8545.845832917887
502,-2198,3652,7302,8455.02879947786,117,-9447,-37,9447.796938969424
503,-1692,4172,6006,7506.029842733106,325,-10162,404,10175.219162258863
504,-2444,4398,5990,7822.764217333922,89,-10360,540,10374.445575547641
505,-4792,3784,4846,7795.2316193940005,-365,-10915,782,10949.06269961041
506,-4844,3254,6668,8860.873320390041,-486,-11132,749,11167.74914653799
507,-5376,2768,6076,8572.104525727624,-497,-11606,999,11659.51311161834
508,-5274,2558,6436,8705.201663373457,68,-11817,1384,11897.964910017175
509,-6202,2148,6252,9064.558014597293,643,-11824,1727,11966.743667347437
510,-7022,2122,6430,9754.807430185385,1553,-11825,2218,12131.032849679372
511,-7720,2290,6738,10499.673518733809,2048,-11736,2557,12184.672707955679
512,-8532,2722,7128,11446.077581425,2311,-11606,2833,12168.231013586155
513,-9896,3194,8676,13542.726018051168,2304,-11477,3237,12145.291844990801
514,-10232,2680,8764,13736.22655608155,2158,-11402,3561,12138.504397165245
515,-10388,1976,7836,13161.231553315974,2069,-11105,4058,12002.880904182965
516,-9758,2446,8958,13470.235484207395,2014,-10743,4477,11811.510233666142
517,-11414,2476,10340,15598.896499432258,1898,-10120,5093,11487.186470150122
518,-12688,2868,12212,17842.18910335837,1750,-9844,5406,11366.251448916655
519,-15210,2820,15262,21730.741910942663,1266,-9854,5709,11458.479523915903
520,-16540,2392,16554,23522.9288142442,1000,-10064,5782,11649.704717287903
521,-17704,1346,16274,24084.98303923007,865,-10502,5680,11970.907609701111
522,-19240,578,14970,24384.679288438467,1134,-10654,5527,12055.76214927949
523,-22420,1026,12416,25648.90118504105,1759,-10873,5069,12124.808080955345
524,-23952,2058,10852,26376.11745500084,1882,-10985,4404,11983.62904132133
525,-23570,930,6334,24423.950458515097,1928,-11077,3083,11658.559173414185
526,-22460,-1074,2138,22587.07860702663,2449,-10847,2519,11401.770520406033
527,-20298,-5622,-4216,21479.998696461786,4378,-9633,2641,10905.799099561664
528,-23676,-11410,-8568,27643.293942654516,6479,-8487,3597,11266.988018099602
529,-29140,-8738,-15660,34215.90045578225,9345,-7371,5082,12941.691929573968
530,-28854,-7188,-18234,34881.21867137099,9165,-6511,5051,12324.89135854755
531,-22444,-4520,-19568,30117.605482508065,6043,-3866,3664,8055.352320041626
532,-17150,-2566,-17222,24439.806464045494,469,386,581,840.5462509582683
533,-14220,-1272,-10822,17914.85606975395,-3386,3039,-1679,4849.696691546802
534,-16590,-1302,-3478,17000.58199003787,-5817,4885,-3347,8300.790504524253
535,-20488,-4332,6558,21943.831297200588,-5375,4888,-3766,8183.27104524835
536,14602,-5486,13046,20335.012072777336,-4687,5875,-3195,8166.493678439971
537,-6574,8694,-466,10909.641057340063,-5780,7912,-3133,10287.071157525841
538,10430,-7614,7588,14977.83829529482,-5726,7854,-4438,10684.953720068232
539,-1418,-18676,3730,19097.5548173058,-1456,12114,-1175,12257.632601771027
540,-24502,-7904,21012,33231.39124382246,-246,12493,-992,12534.73689392801
541,-20694,3702,13902,25203.41334026009,-604,10837,-1810,11003.70324027325
542,-21392,21898,20410,36792.77331216009,-3172,9139,-1113,9737.642117063042
543,-4698,-4156,11208,12843.784644722129,-4526,5786,-1765,7554.978292490324
544,-18410,-18282,15788,30371.377446536735,-1283,4050,-1742,4591.639467554046
545,-698,6292,6130,8812.114842647024,-1217,2660,-420,2955.180028356987
546,-7550,10036,7120,14436.696159440358,-2919,1898,-1270,3706.192790452218
547,-6224,-3098,7842,10480.111831464395,-2393,951,-1804,3144.0842864020037
548,-4494,1854,8988,10218.487950768449,-2247,243,-1391,2653.853613144478
549,-4734,820,7830,9186.514899568825,-1660,419,-955,1960.4045500865375
550,-5172,290,9538,10853.899207197384,-1322,94,-1006,1663.8978334020392
551,-5158,1702,8142,9787.437458293156,-830,-178,-650,1069.151065097912
552,-4512,1166,6800,8243.646038010123,-699,-248,-564,931.7730410352084
553,-4320,818,7178,8417.55356383314,-756,-230,-551,963.3467703791816
554,-3600,226,7326,8165.865049093083,-696,-232,-536,908.5901166092442
555,-3630,554,7102,7995.1372721173475,-644,-47,-409,764.3467799369603
556,-3432,810,7216,8031.524139290126,-546,86,-339,648.4080505360803
557,-5360,-16,7528,9241.24666914589,-440,307,-310,619.636183578719
558,-4900,402,7056,8599.926743874043,-306,297,-132,446.3955644940929
559,-3756,504,6992,7952.962718383634,-123,495,-81,516.4445759227218
560,-3838,524,7262,8230.520275170944,-92,461,-16,470.3626260663149
561,-4018,1220,7150,8291.876988957325,-60,508,-54,514.3734052223151
562,-3990,1112,7010,8142.281252818524,-38,497,-63,502.41616216041456
563,-4038,1052,6966,8120.178815765082,24,412,-110,427.10654408472834
564,-3844,870,6960,7998.427095373188,47,373,-115,393.1450114143634
565,-3778,722,7034,8016.964762302501,98,397,-142,432.8706504257363
566,-3842,536,7096,8087.117904420586,135,482,-109,512.2792207380659
567,-4044,514,6934,8043.537032922769,161,564,-56,589.196911057755
568,-4116,610,6872,8033.5508960857405,150,529,-30,550.6732243354493
569,-4058,868,6884,8038.049763468747,150,456,-26,480.7410945613033
570,-4012,858,6868,8000.1082492676305,143,384,-48,412.56393443925765
571,-4066,822,6760,7931.307584503326,152,368,-69,404.09033643481257
572,-4166,1010,6800,8038.386405243281,112,307,-113,345.77738503262464
573,-4006,996,6704,7872.970722668794,98,191,-134,253.06323320466763
574,-3996,992,6930,8060.829982080008,69,123,-177,226.3161505505076
575,-4018,846,6844,7981.251530931725,66,80,-202,227.06827167175962
576,-4070,780,6980,8117.493455494744,78,56,-231,250.16194754598467
577,-4042,530,7202,8275.715558185891,92,149,-213,275.7426336278088
578,-4044,730,7160,8255.448867263367,47,206,-191,284.8262628340301
579,-3922,842,7012,8078.316161181116,48,285,-183,342.0789382584084
580,-3914,712,7012,8061.91565324272,64,372,-188,421.69183060619036
581,-3756,724,7010,7985.725514942271,90,596,-208,637.6362599476288
582,-3758,974,7100,8092.047948449144,145,816,-232,860.6422020793542
583,-4224,612,7008,8205.411872660627,165,969,-248,1013.7504623920032
584,-4006,810,7170,8253.062219564323,213,1014,-245,1064.7018361964067
585,-4040,820,7028,8147.80853972404,253,1252,-268,1305.1195347553419
586,-4092,634,7090,8210.634567437526,326,1405,-309,1475.0532193788806
587,-3872,514,7052,8061.469096883024,323,1713,-268,1763.6672021671206
588,-4198,636,6820,8033.685331154065,323,1924,-337,1979.8166581782266
589,-3950,386,7238,8254.704113413149,278,2191,-266,2224.5271407649757
590,-4090,360,7382,8446.989049359541,213,2474,-148,2487.558843525113
591,-4104,642,7000,8139.716211269285,135,2926,-55,2929.6289867490045
592,-4362,852,7134,8405.171265358013,134,3278,-1,3280.7378743203485
593,-4772,1082,7204,8708.635025077121,38,3961,-76,3961.9112811874015
594,-4548,894,7090,8470.633978634658,12,4551,-160,4553.827511006538
595,-5828,1488,7124,9323.685108367828,288,5282,-132,5291.492417078569
596,-4458,112,8014,9171.177895995694,306,5948,-384,5968.232234087411
597,-5340,-48,7456,9171.141695557866,-593,7501,-307,7530.663914954644
598,-4318,424,8688,9711.140200820912,-585,8509,-474,8542.246894113983
599,-6604,880,8382,10707.247078497816,-1159,9838,-535,9920.471258967491
600,-5040,1622,7086,8845.557076860678,-1080,10371,-694,10450.1520084638
601,-3182,932,8768,9373.983784923035,-1137,12711,-959,12797.733041441365
602,-7730,1316,6818,10390.855595185605,-825,14126,-935,14180.92824888413
603,-7970,2760,8536,12000.0748331,514,15871,-1163,15921.853095666975
604,-7206,4590,8606,12126.737896070814,1472,16536,-1494,16668.47671504508
605,-15294,5268,9670,18845.879125156247,1922,16410,-2964,16785.931013798432
606,-15380,1892,10140,18518.73818595641,2058,15839,-3487,16348.347133578976
607,-14744,3008,10416,18301.001502650062,4141,14121,-4245,15315.696099100425
608,-13480,3388,11726,18184.829391556028,5681,12616,-5182,14774.651975596582
609,-9598,2000,15370,18230.70223551468,6334,10759,-5244,13541.60895167188
610,5772,3856,15456,16943.218584436665,4878,9230,-5462,11782.242061679091
611,-1444,4658,21538,22083.19596435262,6571,3362,-5613,9272.909683589072
612,-18962,11846,23692,32576.00380648308,3242,4059,-3961,6532.653825207639
613,-8274,10046,29044,31826.641795828848,1935,-1351,-2887,3728.8329273379895
614,-3538,10002,17294,20288.910369953333,330,-3015,-2574,3978.01470585517
615,1820,8380,15014,17290.372928308978,-1331,-5344,-1812,5797.6927307334945
616,1772,5014,9426,10822.645517617215,-1646,-5748,-1326,6124.303715525544
617,1394,3344,7748,8553.190983486806,-957,-6051,-487,6145.536510346351
618,-938,2410,7638,8063.9312993105295,-192,-6658,95,6661.445263604587
619,-2552,3258,8072,9071.077774994546,618,-7883,973,7966.827599490276
620,-2658,3600,8244,9380.218547560606,789,-8601,1302,8734.696674756371
621,-2778,3584,7500,8764.264943507813,581,-9466,1626,9622.192733467773
622,-3312,3192,7140,8493.39790660958,293,-9849,1731,10004.249647025008
623,-4454,2670,7468,9096.04529452223,92,-10358,1719,10500.075666394028
624,-2888,1912,9516,10126.724248245331,262,-10892,1710,11028.527009533049
625,-7924,928,6498,10289.55606428188,1003,-11583,1888,11778.64347028129
626,-6434,-82,6068,8844.416543786254,1618,-11887,1956,12155.0248457171
627,-5986,92,6234,8643.113790758513,2623,-11728,2024,12186.988512343809
628,-5986,178,5838,8363.379938756818,3130,-11385,2093,11991.48756410146
629,-7032,586,6356,9496.90244237562,3658,-10833,2309,11664.747489765903
630,-8290,714,7250,11036.1404485445,3761,-10447,2553,11393.100499863944
631,-9230,782,7882,12162.662044141487,3730,-10069,3060,11165.180741931586
632,-9288,500,8170,12380.05831973339,3619,-9809,3449,11009.506937188422
633,-9146,208,8490,12480.892596284932,3440,-9223,3947,10605.476792676507
634,-9688,96,9280,13415.847345583506,3239,-8758,4067,10184.997496317808
635,-11080,344,10642,15366.746565229741,2821,-8265,3809,9527.683191626387
636,-13698,1064,12200,18374.093174902537,2471,-8281,3466,9310.959026867213
637,-15234,82,12684,19823.353298571863,2424,-8540,3023,9377.947803224328
638,-15652,640,11958,19707.573874021124,2366,-8936,2914,9692.339655624952
639,-15574,1828,10796,19037.979829803367,2241,-9288,2957,10001.643564934715
640,-14956,3144,8232,17358.931303510595,1957,-9249,3135,9960.023845352982
641,-14718,3722,7232,16815.904138642087,1576,-8739,3516,9550.71479000394
642,-15928,3838,6716,17706.950160883156,1320,-8318,3812,9244.612917802453
643,-16792,3092,6552,18288.259403234635,1319,-7899,4300,9089.77238438895
644,-16752,1410,4636,17438.752822378097,1573,-7710,4667,9148.733136341883
645,-15622,314,1546,15701.452034764176,1911,-7120,5194,9017.97965178454
646,-14976,-354,-826,15002.938645478758,1962,-6368,5491,8634.347051167217
647,-15438,-1642,-2480,15721.908535543642,1922,-4927,5844,7881.735151602089
648,-19514,-5080,-4476,20655.197215228905,2224,-4289,6105,7785.417265631944
649,-19914,-5652,-6694,21755.967824944037,2325,-3482,6000,7316.416404224135
650,-18146,-5844,-8358,20815.51863394232,1984,-2629,5513,6421.920740713015
651,-16240,-5086,-8488,19017.12754334892,801,-729,4292,4426.545605774327
652,-13742,-3468,-6552,15614.041501161702,-361,643,3301,3382.3617488376367
653,-12572,-2638,-3950,13439.37230677088,-2057,2280,1914,3618.4312899376723
654,-11850,-2290,288,12072.677582044507,-2591,2993,1304,4167.942657954881
655,-17144,7346,-1862,18744.26568313627,-2010,8183,-1435,8547.561874593246
656,-6934,5306,-4384,9770.028044995572,-2145,7793,-1639,8247.31441137053
657,2874,4468,16404,17242.798960725606,-2815,7805,-4390,9386.924416442269
658,6426,-1520,5512,8601.512657666673,-3328,8889,-3671,10176.74535399211
659,-7752,-4552,8094,12096.571580410708,-715,11606,-1600,11737.566229845095
660,-9852,-5358,14652,18451.318977243878,-24,12394,-1018,12435.76037080162
661,-9686,-2766,10568,14599.725202893374,1292,12567,-1166,12686.934578533934
662,-25492,21122,26382,42331.91316253023,-2035,11713,-2442,12136.678211108672
663,-28730,12192,5182,31637.175727299047,-6503,8842,-4046,11697.866856824794
664,-13404,-19646,24344,34033.26120136007,-3730,5688,-4503,8157.404795644262
665,-11874,-13016,5394,18425.617167411245,-5085,2882,-2821,6490.083974803409
666,-5596,5742,2918,8532.321137885048,-3764,1524,-2587,4814.8562803057785
667,-7034,-8944,16414,19972.27298030948,-2699,463,-2182,3501.441703070322
668,-6828,2178,7292,10224.408638156048,-1654,-362,-1245,2101.6148552958034
669,-5394,618,6896,8776.78619997092,-1048,157,-704,1272.2299320484485
670,-5568,432,7084,9020.659842827465,-665,-33,-684,954.5522510580548
671,-4826,946,7258,8767.197727894587,-417,-73,-608,740.8657098287111
672,-4368,518,7036,8297.773436290003,-301,-92,-488,580.6969949982521
673,-4332,268,7144,8359.113828630401,-262,97,-428,511.11349033262667
674,-4298,742,6656,7957.7449066931,-255,54,-429,501.97808717114333
675,-4518,396,6880,8240.360429010372,-171,120,-374,428.38884205824036
676,-4586,-46,7030,8393.712646975711,-133,214,-269,368.5729235850078
677,-6194,72,7278,9557.201682501003,-237,192,-286,418.12557922231935
678,-5058,1136,6762,8520.47557358156,-122,397,-107,428.88459986341314
679,-5144,710,6566,8371.212098615111,4,237,-171,292.27726562290127
680,-4620,532,6614,8085.3212675811465,-6,251,-113,275.32889423378725
681,-4428,626,6694,8050.384835521841,16,159,-100,188.5125990484456
682,-4458,520,6648,8021.226090816791,-1,113,-101,151.56186855538567
683,-4464,532,6644,8022.035651877894,-3,42,-98,106.66302077102448
684,-4422,428,6736,8069.136508945675,-25,2,-105,107.95369377654477
685,-4394,498,6744,8064.538176485991,-31,-33,-97,107.04671877269287
686,-4438,500,6696,8048.742758965527,-29,-44,-83,98.31581764904364
687,-4422,498,6730,8068.1465033798195,-27,-102,-74,128.87590930814028
688,-4266,532,6756,8007.828419740274,-28,-121,-86,151.06621064950298
689,-4234,578,6814,8043.0986566123875,8,-103,-105,147.30241002780642
690,-4240,538,6816,8045.178680427179,38,-71,-120,144.51643505151932
691,-4444,500,6280,7709.57430731425,100,-82,-107,167.84814565552998
692,-4352,458,6708,8009.177985286629,70,-70,-114,150.9834428008581
693,-4356,436,6742,8038.619035630436,50,-56,-89,116.43453096053592
694,-4324,408,6842,8104.097975715744,66,-60,-72,114.6298390472568
695,-4274,440,6888,8118.203003128217,45,-39,-64,87.41853350405735
696,-4290,560,6856,8106.93752288742,42,-47,-70,94.19660291114536
697,-4350,502,6872,8148.55128228325,46,-54,-85,110.71133636624573
698,-4358,352,6844,8121.354813083836,24,-56,-69,92.04890004774636
699,-4392,392,6818,8119.6337355819205,17,-50,-44,68.7386354243376
700,-4354,364,6906,8172.065100083332,4,-38,-28,47.37087712930804
701,-4308,458,6844,8099.936049130265,-6,-18,-15,24.186773244895647
702,-4318,506,6916,8168.978883556991,-1,0,9,9.055385138137416
703,-4346,496,6814,8097.180249938863,-1,27,6,27.676705006196087
704,-4200,530,6758,7974.425621949206,9,29,-1,30.380915061926625
705,-4208,570,6844,8054.346652584553,57,79,-2,97.4371592360943
706,-4302,598,6852,8112.626701629997,51,96,-15,109.73604694903128
707,-4340,560,6780,8069.547694883524,66,106,-28,127.96874618437113
708,-4418,470,6738,8070.952112359482,61,83,-23,105.54146104730594
709,-4462,248,6648,8010.42146207052,37,-11,17,42.17819341792628
710,-4342,282,6840,8106.66935306973,-10,-32,61,69.60603422117941
711,-4362,704,6828,8132.911163906809,-15,-24,75,80.16233529532433
712,-4442,514,6834,8166.952675263889,4,-21,49,53.460265618494645
713,-4476,428,6878,8217.338011789463,-7,-56,76,94.66255859631092
714,-4442,496,6716,8067.343800781023,-6,-102,81,130.38788287260442
715,-4348,382,6812,8090.387629773991,-12,-138,89,164.64810961562844
716,-4210,684,6722,7960.982351443821,-36,-159,58,173.03467860518597
717,-3812,-14,8430,9251.83441269892,-75,-80,-2,109.67679791095287
718,-4186,536,6794,7998.020255038117,-4,-78,-34,85.18215775618742
719,-4172,516,6750,7952.002263581166,1,-73,-44,85.24083528450434
720,-4052,678,6822,7963.546446150734,26,6,-54,60.23288138550239
721,-4208,388,6866,8062.243112186583,52,82,-63,115.74541027617468
722,-4138,460,6904,8062.249065862452,48,118,-48,136.13228860193308
723,-4314,474,6808,8073.669302120318,53,144,-37,157.84169284444462
724,-4354,414,6792,8078.364685999265,55,138,-34,152.39750654128167
725,-4416,428,6760,8085.903783746132,54,99,-8,113.0530848760882
726,-4332,542,6768,8053.931462335646,28,62,-17,70.12132343303284
727,-4380,638,6794,8108.629970593059,39,13,-33,52.71622141238881
728,-4350,506,6790,8079.767075850641,17,-13,-47,51.643005334701435
729,-4378,528,6786,8092.926788251579,14,-54,-57,79.75587752636166
730,-4222,458,6702,7934.220314561476,29,-65,-48,85.84870412533901
731,-4156,504,6734,7929.256459467055,52,-38,-45,78.56844150166147
732,-4184,472,6914,8095.185976863039,59,34,-52,85.67963585356793
733,-4258,396,6782,8017.662003352349,49,89,-41,109.55820370926132
734,-4252,518,6972,8182.701998728781,41,88,-49,108.74741376235113
735,-4220,452,7054,8232.352033289151,50,99,-51,122.07374820165064
736,-4324,506,6806,8079.272739547787,23,91,-44,103.662915259026
737,-4312,520,6740,8018.188324054257,9,68,-53,86.68333173107735
738,-4326,588,6856,8128.022883826054,35,57,-64,92.57429448826494
739,-4274,536,6788,8039.360422322165,32,55,-76,99.12113800799506
740,-4332,502,6798,8076.573035638322,31,38,-79,92.98386956886664
741,-4300,518,6824,8082.406819753632,29,33,-88,98.35649444749441
742,-4204,546,6822,8031.8998997746485,43,26,-83,97.02576977277737
743,-4184,482,6716,7927.347349523673,39,48,-98,115.88356225108028
744,-4240,486,6986,8186.451734420719,59,71,-94,131.74976280813564
745,-4302,468,6924,8165.0477034736305,55,136,-89,171.58671277228902
746,-4348,382,6794,8075.237705479635,56,139,-88,173.7843491226986
747,-4348,422,6762,8050.3311733120645,49,151,-72,174.3158053648607
748,-4374,448,6762,8065.8058493866565,40,111,-61,132.82319074619465
749,-4366,492,6826,8117.776542871822,35,86,-41,101.49876846543509
750,-4410,500,6792,8113.5296881197155,43,82,-54,107.18675291284832
751,-4412,494,6756,8084.139781077513,38,69,-51,93.8402898546248
752,-4404,460,6686,8019.314933334394,27,33,-58,71.98610977126074
753,-4366,476,6810,8103.37164395167,26,14,-49,57.21013896155121
